school,sex,age,home_area,family_size,parents_cohabit,education_mother,education_father,occupation_mother,occupation_father,reason,guardian,travel_time,study_time,failures,extra_school_support,family_support,extra_tutoring,extracurricular_activities,nursery,higher_education,internet_access,romantic_relationship,family_relationships_quality,free_time,going_out,alcohol_weekdays,alcohol_weekend,health_status,absences,final_grade
Gabriel Pereira,F,18,Rural,> 3,TRUE,Higher education,Higher education,Teacher,Other,Reputation,Mother,15 to 30 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,3,4,2,2,4,8,12
Gabriel Pereira,M,18,Urban,> 3,TRUE,Higher education,Lower secondary education,Healthcare,Other,Reputation,Father,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,4,5,1,3,5,4,14
Gabriel Pereira,F,18,Rural,> 3,TRUE,Lower secondary education,Primary education,Other,Other,Reputation,Mother,15 to 30 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,4,3,5,1,2,3,12,10
Gabriel Pereira,F,19,Urban,> 3,TRUE,Upper secondary education,Upper secondary education,Other,Civil service,Close to home,Other,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,3,5,3,3,5,16,12
Gabriel Pereira,F,18,Urban,> 3,TRUE,Lower secondary education,Upper secondary education,Other,Civil service,Reputation,Father,< 15 minutes,> 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,5,5,1,3,2,10,16
Gabriel Pereira,F,18,Urban,<= 3,TRUE,Primary education,Primary education,Other,Other,Close to home,Mother,15 to 30 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,4,3,1,1,3,2,13
Gabriel Pereira,M,17,Rural,> 3,TRUE,Primary education,Lower secondary education,At home,At home,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,5,2,2,2,1,2,18
Gabriel Pereira,F,18,Urban,> 3,TRUE,Lower secondary education,Primary education,Other,Other,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,2,5,1,2,1,8,15
Gabriel Pereira,F,17,Urban,> 3,TRUE,Lower secondary education,Higher education,At home,Healthcare,Reputation,Mother,15 to 30 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,3,3,1,1,1,6,16
Gabriel Pereira,F,17,Urban,<= 3,TRUE,Lower secondary education,Lower secondary education,Civil service,Other,Course preference,Mother,15 to 30 minutes,2 to 5 hours/week,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,4,4,2,3,5,6,12
Gabriel Pereira,F,18,Rural,> 3,FALSE,Upper secondary education,Lower secondary education,Other,Civil service,Close to home,Mother,15 to 30 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,1,1,1,1,5,15,10
Gabriel Pereira,M,18,Urban,> 3,TRUE,Higher education,Higher education,Teacher,Civil service,Close to home,Mother,15 to 30 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3,2,4,1,4,3,6,12
Gabriel Pereira,F,18,Urban,> 3,TRUE,Higher education,Higher education,Healthcare,Healthcare,Reputation,Father,< 15 minutes,2 to 5 hours/week,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2,4,4,1,1,4,2,13
Gabriel Pereira,F,17,Urban,> 3,TRUE,Lower secondary education,Lower secondary education,Other,Civil service,Reputation,Father,30 minutes to 1 hour,5 to 10 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,2,3,1,1,1,8,15
Gabriel Pereira,F,19,Rural,> 3,TRUE,Upper secondary education,Lower secondary education,Civil service,Civil service,Reputation,Father,< 15 minutes,2 to 5 hours/week,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3,3,3,4,3,3,0,10
Gabriel Pereira,M,18,Urban,<= 3,TRUE,Higher education,Upper secondary education,Teacher,Civil service,Course preference,Mother,15 to 30 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,2,3,1,2,1,0,10
Gabriel Pereira,M,18,Urban,> 3,TRUE,Primary education,Lower secondary education,At home,Other,Close to home,Other,15 to 30 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,4,4,2,4,4,10,11
Gabriel Pereira,M,17,Urban,<= 3,FALSE,Higher education,Primary education,Civil service,Other,Close to home,Mother,15 to 30 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,5,4,2,4,5,22,10
Gabriel Pereira,M,17,Urban,<= 3,FALSE,Upper secondary education,Lower secondary education,Teacher,Civil service,Close to home,Mother,< 15 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,4,4,3,4,3,18,13
Gabriel Pereira,F,18,Rural,<= 3,TRUE,Primary education,Primary education,At home,Other,Reputation,Mother,15 to 30 minutes,> 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,5,2,2,1,1,3,2,18
Gabriel Pereira,F,18,Urban,> 3,TRUE,Primary education,Primary education,Other,Other,Close to home,Mother,15 to 30 minutes,2 to 5 hours/week,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,4,4,1,1,4,0,13
Gabriel Pereira,F,17,Urban,> 3,TRUE,Lower secondary education,Lower secondary education,Other,Other,Course preference,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,5,4,5,1,2,5,12,14
Gabriel Pereira,F,18,Urban,> 3,TRUE,Lower secondary education,Primary education,Other,Other,Reputation,Mother,15 to 30 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,1,1,1,5,10,14
Gabriel Pereira,M,17,Urban,> 3,TRUE,Primary education,Primary education,Other,Other,Reputation,Father,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,3,3,1,2,4,0,12
Gabriel Pereira,F,18,Urban,> 3,TRUE,Lower secondary education,Lower secondary education,At home,At home,Other,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,3,3,1,2,2,0,18
Gabriel Pereira,F,17,Urban,> 3,TRUE,Primary education,Primary education,Civil service,Teacher,Reputation,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,3,3,1,1,3,0,14
Gabriel Pereira,M,18,Urban,> 3,TRUE,Lower secondary education,Primary education,Civil service,Civil service,Reputation,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,2,4,1,3,2,0,15
Gabriel Pereira,M,18,Urban,<= 3,FALSE,Higher education,Higher education,Teacher,Teacher,Reputation,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,4,3,1,1,2,0,17
Gabriel Pereira,M,18,Urban,> 3,TRUE,Higher education,Lower secondary education,Teacher,Other,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,2,1,4,5,2,16
Gabriel Pereira,F,17,Urban,> 3,TRUE,Higher education,Upper secondary education,Healthcare,Civil service,Reputation,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,2,2,1,2,3,0,18
Gabriel Pereira,F,17,Rural,<= 3,TRUE,Upper secondary education,Primary education,Civil service,Other,Reputation,Mother,15 to 30 minutes,> 10 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,1,2,1,1,3,0,19
Gabriel Pereira,M,18,Rural,<= 3,TRUE,Upper secondary education,Lower secondary education,Civil service,Other,Reputation,Mother,15 to 30 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,4,2,1,1,4,0,15
Gabriel Pereira,M,17,Urban,> 3,TRUE,Upper secondary education,Upper secondary education,Healthcare,Other,Close to home,Mother,< 15 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,4,3,1,3,5,0,15
Gabriel Pereira,F,19,Urban,> 3,TRUE,Higher education,Higher education,Healthcare,Other,Reputation,Other,15 to 30 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2,3,4,2,3,2,2,13
Gabriel Pereira,F,18,Urban,<= 3,TRUE,Higher education,Upper secondary education,Other,Other,Close to home,Other,15 to 30 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,4,5,1,2,2,0,14
Gabriel Pereira,F,18,Urban,> 3,TRUE,Higher education,Upper secondary education,Other,Other,Reputation,Father,< 15 minutes,> 10 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,3,3,1,1,3,0,17
Gabriel Pereira,M,18,Urban,<= 3,TRUE,Higher education,Higher education,Teacher,Teacher,Close to home,Mother,< 15 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,4,2,2,2,1,0,17
Gabriel Pereira,F,18,Urban,<= 3,FALSE,Higher education,Higher education,Healthcare,Other,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,2,4,1,1,4,0,15
Gabriel Pereira,M,17,Urban,<= 3,TRUE,Higher education,Higher education,Other,Teacher,Close to home,Father,15 to 30 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,1,1,2,2,5,0,13
Gabriel Pereira,F,17,Rural,> 3,TRUE,Higher education,Higher education,Civil service,Civil service,Reputation,Mother,15 to 30 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,3,4,1,1,5,0,8
Gabriel Pereira,F,17,Urban,> 3,TRUE,Higher education,Lower secondary education,Other,Other,Reputation,Mother,15 to 30 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,3,3,1,1,3,0,16
Gabriel Pereira,F,17,Urban,> 3,TRUE,Upper secondary education,Lower secondary education,Healthcare,Healthcare,Reputation,Father,< 15 minutes,> 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,5,2,2,1,2,5,0,18
Gabriel Pereira,M,19,Rural,<= 3,TRUE,Lower secondary education,Primary education,At home,Civil service,Course preference,Mother,15 to 30 minutes,5 to 10 hours/week,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,1,1,1,5,0,11
Gabriel Pereira,M,20,Urban,> 3,FALSE,Upper secondary education,Lower secondary education,Civil service,Other,Course preference,Other,< 15 minutes,< 2 hours/week,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,5,5,3,1,1,5,0,15
Gabriel Pereira,M,19,Rural,> 3,TRUE,Upper secondary education,Upper secondary education,Other,Civil service,Reputation,Father,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,4,5,3,1,2,5,0,11
Gabriel Pereira,F,18,Urban,> 3,TRUE,Primary education,Higher education,Other,Teacher,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,4,4,1,2,5,2,11
Gabriel Pereira,F,18,Urban,> 3,TRUE,Lower secondary education,Primary education,Civil service,Other,Course preference,Mother,15 to 30 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,3,3,1,2,1,2,15
Gabriel Pereira,F,17,Urban,> 3,TRUE,Lower secondary education,Upper secondary education,Other,Other,Course preference,Father,15 to 30 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,2,1,1,1,3,2,14
Gabriel Pereira,F,17,Rural,> 3,TRUE,Higher education,Higher education,Teacher,Teacher,Course preference,Mother,< 15 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,4,4,1,1,5,2,17
Gabriel Pereira,F,18,Urban,> 3,TRUE,Higher education,Upper secondary education,Other,Other,Course preference,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,4,1,1,5,2,17
Gabriel Pereira,F,18,Urban,<= 3,TRUE,Higher education,Upper secondary education,Healthcare,Civil service,Course preference,Mother,15 to 30 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,2,4,1,4,1,8,15
Gabriel Pereira,F,17,Rural,> 3,TRUE,Upper secondary education,Higher education,At home,Civil service,Course preference,Father,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,4,3,4,2,5,5,2,17
Gabriel Pereira,F,18,Urban,> 3,TRUE,Upper secondary education,Upper secondary education,At home,Other,Course preference,Father,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,1,4,1,1,3,8,14
Gabriel Pereira,M,19,Urban,> 3,TRUE,Higher education,Lower secondary education,Healthcare,Other,Course preference,Mother,15 to 30 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,4,4,1,1,1,9,10
Gabriel Pereira,F,18,Urban,> 3,TRUE,Higher education,Higher education,Teacher,Other,Course preference,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,4,4,3,3,5,0,13
Gabriel Pereira,F,18,Urban,> 3,TRUE,Upper secondary education,Higher education,Other,Other,Course preference,Mother,< 15 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,4,4,1,1,1,4,14
Gabriel Pereira,F,17,Urban,> 3,TRUE,Higher education,Higher education,Healthcare,Healthcare,Course preference,Mother,< 15 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,3,4,1,2,5,2,17
Gabriel Pereira,F,17,Urban,> 3,FALSE,Higher education,Upper secondary education,Civil service,Civil service,Course preference,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5,2,2,1,2,5,14,17
Gabriel Pereira,F,17,Urban,<= 3,FALSE,Upper secondary education,Upper secondary education,Civil service,Other,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,5,3,3,1,1,5,0,13
Gabriel Pereira,F,17,Urban,<= 3,TRUE,Lower secondary education,Primary education,Other,Other,Close to home,Father,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,2,3,2,2,2,2,14
Gabriel Pereira,M,18,Urban,<= 3,TRUE,Higher education,Higher education,Other,Other,Reputation,Father,< 15 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,2,5,3,4,5,2,11
Gabriel Pereira,F,19,Urban,> 3,TRUE,Primary education,Primary education,Other,Other,Course preference,Other,30 minutes to 1 hour,5 to 10 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,5,5,4,3,5,12,11
Gabriel Pereira,F,19,Urban,<= 3,FALSE,Primary education,Primary education,Other,Other,Course preference,Other,30 minutes to 1 hour,2 to 5 hours/week,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,5,3,4,1,1,4,2,9
Gabriel Pereira,F,18,Urban,> 3,TRUE,Lower secondary education,Lower secondary education,Other,Other,Course preference,Mother,< 15 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,5,2,4,5,2,10
Gabriel Pereira,F,17,Urban,> 3,TRUE,Lower secondary education,Lower secondary education,Other,Other,Course preference,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,4,2,2,1,1,3,4,13
Gabriel Pereira,F,17,Rural,<= 3,TRUE,Lower secondary education,Lower secondary education,Civil service,Civil service,Course preference,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3,3,2,2,2,3,0,10
Gabriel Pereira,F,17,Urban,> 3,TRUE,Upper secondary education,Primary education,Civil service,Civil service,Course preference,Father,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,4,3,2,3,5,0,17
Gabriel Pereira,F,17,Urban,<= 3,TRUE,None,Lower secondary education,At home,At home,Close to home,Father,15 to 30 minutes,5 to 10 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,3,3,2,3,2,0,15
Gabriel Pereira,F,18,Urban,> 3,TRUE,Primary education,Primary education,Other,Other,Close to home,Mother,15 to 30 minutes,5 to 10 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,5,5,1,2,2,0,14
Gabriel Pereira,M,18,Urban,> 3,TRUE,Higher education,Higher education,Other,Other,Course preference,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,3,3,2,2,3,0,13
Gabriel Pereira,M,17,Urban,> 3,TRUE,Upper secondary education,Upper secondary education,Other,Civil service,Reputation,Mother,< 15 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,4,3,5,3,5,5,0,17
Gabriel Pereira,M,17,Rural,> 3,TRUE,Lower secondary education,Lower secondary education,Civil service,Other,Course preference,Mother,> 1 hour,< 2 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,4,5,5,5,4,2,10
Gabriel Pereira,F,17,Urban,> 3,TRUE,Higher education,Higher education,Teacher,Civil service,Course preference,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,4,4,1,3,4,0,13
Gabriel Pereira,F,17,Urban,> 3,TRUE,Higher education,Higher education,Teacher,Teacher,Course preference,Mother,15 to 30 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,3,3,1,2,4,4,15
Gabriel Pereira,F,17,Urban,> 3,TRUE,Upper secondary education,Upper secondary education,At home,Other,Course preference,Mother,< 15 minutes,< 2 hours/week,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,2,5,2,5,5,2,11
Gabriel Pereira,M,18,Urban,<= 3,TRUE,Lower secondary education,Lower secondary education,Other,Other,Course preference,Mother,< 15 minutes,> 10 hours/week,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,5,5,2,4,5,0,12
Gabriel Pereira,M,19,Rural,> 3,TRUE,Upper secondary education,Lower secondary education,At home,Civil service,Close to home,Other,< 15 minutes,< 2 hours/week,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,5,3,4,2,2,5,0,10
Gabriel Pereira,F,18,Urban,> 3,TRUE,Lower secondary education,Lower secondary education,At home,Other,Course preference,Mother,> 1 hour,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,4,2,5,1,1,2,2,10
Gabriel Pereira,F,17,Rural,> 3,TRUE,Lower secondary education,Higher education,At home,Other,Course preference,Father,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,4,3,1,1,5,0,15
Gabriel Pereira,M,18,Urban,> 3,TRUE,Lower secondary education,Lower secondary education,Other,Other,Reputation,Mother,< 15 minutes,< 2 hours/week,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,5,4,2,1,2,5,6,15
Gabriel Pereira,F,18,Urban,> 3,TRUE,Upper secondary education,Upper secondary education,Civil service,Civil service,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,3,4,1,1,4,8,12
Gabriel Pereira,F,18,Urban,<= 3,TRUE,Lower secondary education,Lower secondary education,Other,Other,Close to home,Other,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,3,3,1,1,2,0,12
Gabriel Pereira,F,18,Rural,> 3,TRUE,Lower secondary education,Lower secondary education,At home,Other,Course preference,Mother,15 to 30 minutes,> 10 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,4,4,4,1,1,4,6,14
Gabriel Pereira,F,17,Urban,> 3,TRUE,Upper secondary education,Higher education,Civil service,Other,Course preference,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,4,5,1,3,5,8,14
Gabriel Pereira,F,17,Urban,> 3,TRUE,Upper secondary education,Lower secondary education,Other,Other,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,3,2,2,3,2,0,15
Gabriel Pereira,F,18,Urban,<= 3,TRUE,Upper secondary education,Upper secondary education,Civil service,Civil service,Close to home,Mother,< 15 minutes,> 10 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,5,3,3,1,1,1,4,15
Gabriel Pereira,F,17,Rural,> 3,FALSE,Upper secondary education,Lower secondary education,Other,Other,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,3,3,2,3,2,0,16
Gabriel Pereira,M,18,Urban,> 3,TRUE,Higher education,Higher education,Teacher,Civil service,Close to home,Father,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,3,3,2,2,2,0,13
Gabriel Pereira,M,18,Urban,<= 3,TRUE,Upper secondary education,Higher education,Civil service,Other,Close to home,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,3,1,3,5,6,17
Gabriel Pereira,F,17,Urban,> 3,FALSE,Lower secondary education,Lower secondary education,At home,At home,Close to home,Father,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,3,1,1,2,4,18,14
Gabriel Pereira,F,18,Urban,> 3,TRUE,Lower secondary education,Upper secondary education,At home,Other,Course preference,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,3,3,1,2,3,0,14
Gabriel Pereira,F,18,Urban,> 3,TRUE,Upper secondary education,Lower secondary education,Other,Civil service,Other,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5,4,3,2,3,1,4,17
Gabriel Pereira,M,18,Rural,> 3,TRUE,Higher education,Upper secondary education,Teacher,Civil service,Course preference,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5,3,2,1,2,4,4,17
Gabriel Pereira,M,18,Urban,> 3,TRUE,Higher education,Upper secondary education,Teacher,Other,Course preference,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5,4,5,2,3,5,0,14
Gabriel Pereira,F,17,Urban,> 3,TRUE,Higher education,Upper secondary education,Healthcare,Other,Reputation,Mother,< 15 minutes,5 to 10 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,4,3,1,3,4,0,13
Gabriel Pereira,F,17,Urban,> 3,TRUE,Lower secondary education,Primary education,Civil service,Other,Course preference,Mother,15 to 30 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,4,2,2,1,10,15
Gabriel Pereira,F,17,Urban,> 3,TRUE,Lower secondary education,Primary education,Civil service,Other,Reputation,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,3,5,2,4,4,4,16
Gabriel Pereira,F,19,Urban,<= 3,FALSE,Lower secondary education,Upper secondary education,At home,Other,Close to home,Other,15 to 30 minutes,< 2 hours/week,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,2,3,3,4,5,16,11
Gabriel Pereira,F,17,Urban,> 3,TRUE,Upper secondary education,Primary education,Other,At home,Close to home,Mother,< 15 minutes,< 2 hours/week,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,1,2,1,1,3,6,13
Gabriel Pereira,F,21,Urban,<= 3,TRUE,Higher education,Higher education,Other,Other,Reputation,Other,< 15 minutes,5 to 10 hours/week,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,3,2,1,1,5,0,12
Gabriel Pereira,M,18,Urban,<= 3,TRUE,Lower secondary education,Lower secondary education,Civil service,Civil service,Reputation,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4,4,4,1,3,3,11,12
Gabriel Pereira,M,18,Urban,<= 3,FALSE,Upper secondary education,Higher education,Other,Other,Reputation,Other,< 15 minutes,2 to 5 hours/week,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,5,1,4,2,9,15
Gabriel Pereira,F,17,Urban,> 3,TRUE,Lower secondary education,Lower secondary education,Civil service,Civil service,Reputation,Mother,< 15 minutes,2 to 5 hours/week,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,3,4,1,3,4,0,17
